"filename","version","description","category","subcategory1","subcategory2","url","language"
"famous_explorers.csv","1.0","Famous Explorers","History","Exploration","Explorers","https://raw.githubusercontent.com/lucaspellucci/repetio_decks/refs/heads/main/decks/famous_explorers.csv","en"
"famous_explorers_pt.csv","1.0","Exploradores Famosos","História","Exploração","Exploradores","https://raw.githubusercontent.com/lucaspellucci/repetio_decks/refs/heads/main/decks/famous_explorers_pt.csv","pt"
"famous_explorers_es.csv","1.0","Exploradores Famosos","Historia","Exploración","Exploradores","https://raw.githubusercontent.com/lucaspellucci/repetio_decks/refs/heads/main/decks/famous_explorers_es.csv","es"
"world_cuisine.csv","1.0","World Cuisine","Food","Cooking","Cuisine","https://raw.githubusercontent.com/lucaspellucci/repetio_decks/refs/heads/main/decks/world_cuisine.csv","en"
"world_cuisine_pt.csv","1.0","Culinária Mundial","Comida","Culinária","Gastronomia","https://raw.githubusercontent.com/lucaspellucci/repetio_decks/refs/heads/main/decks/world_cuisine_pt.csv","pt"
"world_cuisine_es.csv","1.0","Cocina Mundial","Comida","Cocina","Gastronomía","https://raw.githubusercontent.com/lucaspellucci/repetio_decks/refs/heads/main/decks/world_cuisine_es.csv","es"
"famous_battles.csv","1.0","Famous Battles","History","Military","Battles","https://raw.githubusercontent.com/lucaspellucci/repetio_decks/refs/heads/main/decks/famous_battles.csv","en"
"famous_battles_pt.csv","1.0","Batalhas Famosas","História","Militar","Batalhas","https://raw.githubusercontent.com/lucaspellucci/repetio_decks/refs/heads/main/decks/famous_battles_pt.csv","pt"
"famous_battles_es.csv","1.0","Batallas Famosas","Historia","Militar","Batallas","https://raw.githubusercontent.com/lucaspellucci/repetio_decks/refs/heads/main/decks/famous_battles_es.csv","es"
"volcanoes.csv","1.0","Famous Volcanoes","Geography","Geology","Volcanoes","https://raw.githubusercontent.com/lucaspellucci/repetio_decks/refs/heads/main/decks/volcanoes.csv","en"
"volcanoes_pt.csv","1.0","Vulcões Famosos","Geografia","Geologia","Vulcões","https://raw.githubusercontent.com/lucaspellucci/repetio_decks/refs/heads/main/decks/volcanoes_pt.csv","pt"
"volcanoes_es.csv","1.0","Volcanes Famosos","Geografía","Geología","Volcanes","https://raw.githubusercontent.com/lucaspellucci/repetio_decks/refs/heads/main/decks/volcanoes_es.csv","es"
"dinosaurs.csv","1.0","Dinosaurs","Science","Paleontology","Dinosaurs","https://raw.githubusercontent.com/lucaspellucci/repetio_decks/refs/heads/main/decks/dinosaurs.csv","en"
"dinosaurs_pt.csv","1.0","Dinossauros","Ciência","Paleontologia","Dinossauros","https://raw.githubusercontent.com/lucaspellucci/repetio_decks/refs/heads/main/decks/dinosaurs_pt.csv","pt"
"dinosaurs_es.csv","1.0","Dinosaurios","Ciencia","Paleontología","Dinosaurios","https://raw.githubusercontent.com/lucaspellucci/repetio_decks/refs/heads/main/decks/dinosaurs_es.csv","es"
"famous_speeches.csv","1.0","Famous Speeches","History","Speeches","General","https://raw.githubusercontent.com/lucaspellucci/repetio_decks/refs/heads/main/decks/famous_speeches.csv","en"
"famous_speeches_pt.csv","1.0","Discursos Famosos","História","Discursos","Geral","https://raw.githubusercontent.com/lucaspellucci/repetio_decks/refs/heads/main/decks/famous_speeches_pt.csv","pt"
"famous_speeches_es.csv","1.0","Discursos Famosos","Historia","Discursos","General","https://raw.githubusercontent.com/lucaspellucci/repetio_decks/refs/heads/main/decks/famous_speeches_es.csv","es"
"famous_bridges.csv","1.0","Famous Bridges","Geography","Engineering","Bridges","https://raw.githubusercontent.com/lucaspellucci/repetio_decks/refs/heads/main/decks/famous_bridges.csv","en"
"famous_bridges_pt.csv","1.0","Pontes Famosas","Geografia","Engenharia","Pontes","https://raw.githubusercontent.com/lucaspellucci/repetio_decks/refs/heads/main/decks/famous_bridges_pt.csv","pt"
"famous_bridges_es.csv","1.0","Puentes Famosos","Geografía","Ingeniería","Puentes","https://raw.githubusercontent.com/lucaspellucci/repetio_decks/refs/heads/main/decks/famous_bridges_es.csv","es"
"famous_shipwrecks.csv","1.0","Famous Shipwrecks","History","Maritime","Shipwrecks","https://raw.githubusercontent.com/lucaspellucci/repetio_decks/refs/heads/main/decks/famous_shipwrecks.csv","en"
"famous_shipwrecks_pt.csv","1.0","Naufrágios Famosos","História","Marítimo","Naufrágios","https://raw.githubusercontent.com/lucaspellucci/repetio_decks/refs/heads/main/decks/famous_shipwrecks_pt.csv","pt"
"famous_shipwrecks_es.csv","1.0","Naufragios Famosos","Historia","Marítimo","Naufragios","https://raw.githubusercontent.com/lucaspellucci/repetio_decks/refs/heads/main/decks/famous_shipwrecks_es.csv","es"
"egyptian_mythology.csv","1.0","Egyptian Mythology","Culture","Mythology","Egyptian","https://raw.githubusercontent.com/lucaspellucci/repetio_decks/refs/heads/main/decks/egyptian_mythology.csv","en"
"egyptian_mythology_pt.csv","1.0","Mitologia Egípcia","Cultura","Mitologia","Egípcia","https://raw.githubusercontent.com/lucaspellucci/repetio_decks/refs/heads/main/decks/egyptian_mythology_pt.csv","pt"
"egyptian_mythology_es.csv","1.0","Mitología Egipcia","Cultura","Mitología","Egipcia","https://raw.githubusercontent.com/lucaspellucci/repetio_decks/refs/heads/main/decks/egyptian_mythology_es.csv","es"
"cybersecurity_essentials.csv","1.0","Cybersecurity Essentials","Technology","Cybersecurity","Fundamentals","https://raw.githubusercontent.com/lucaspellucci/repetio_decks/refs/heads/main/decks/cybersecurity_essentials.csv","en"
"cybersecurity_essentials_pt.csv","1.0","Fundamentos de Cibersegurança","Tecnologia","Cibersegurança","Fundamentos","https://raw.githubusercontent.com/lucaspellucci/repetio_decks/refs/heads/main/decks/cybersecurity_essentials_pt.csv","pt"
"cybersecurity_essentials_es.csv","1.0","Fundamentos de Ciberseguridad","Tecnología","Ciberseguridad","Fundamentos","https://raw.githubusercontent.com/lucaspellucci/repetio_decks/refs/heads/main/decks/cybersecurity_essentials_es.csv","es"
"renewable_energy_basics.csv","1.0","Renewable Energy Basics","Science","Energy","Renewables","https://raw.githubusercontent.com/lucaspellucci/repetio_decks/refs/heads/main/decks/renewable_energy_basics.csv","en"
"renewable_energy_basics_pt.csv","1.0","Fundamentos de Energia Renovável","Ciência","Energia","Renováveis","https://raw.githubusercontent.com/lucaspellucci/repetio_decks/refs/heads/main/decks/renewable_energy_basics_pt.csv","pt"
"renewable_energy_basics_es.csv","1.0","Fundamentos de Energía Renovable","Ciencia","Energía","Renovables","https://raw.githubusercontent.com/lucaspellucci/repetio_decks/refs/heads/main/decks/renewable_energy_basics_es.csv","es"
"french_phrases.csv","1.0","Common French Phrases","Languages","French","Phrases","https://raw.githubusercontent.com/lucaspellucci/repetio_decks/refs/heads/main/decks/french_phrases.csv","en"
"french_phrases_pt.csv","1.0","Frases Comuns em Francês","Idiomas","Francês","Frases","https://raw.githubusercontent.com/lucaspellucci/repetio_decks/refs/heads/main/decks/french_phrases_pt.csv","pt"
"french_phrases_es.csv","1.0","Frases Comunes en Francés","Idiomas","Francés","Frases","https://raw.githubusercontent.com/lucaspellucci/repetio_decks/refs/heads/main/decks/french_phrases_es.csv","es"
"python_basics.csv","1.0","Python Programming Basics","Technology","Programming","Python","https://raw.githubusercontent.com/lucaspellucci/repetio_decks/refs/heads/main/decks/python_basics.csv","en"
"python_basics_pt.csv","1.0","Fundamentos de Programação Python","Tecnologia","Programação","Python","https://raw.githubusercontent.com/lucaspellucci/repetio_decks/refs/heads/main/decks/python_basics_pt.csv","pt"
"python_basics_es.csv","1.0","Fundamentos de Programación Python","Tecnología","Programación","Python","https://raw.githubusercontent.com/lucaspellucci/repetio_decks/refs/heads/main/decks/python_basics_es.csv","es"
"sql_essentials.csv","1.0","SQL Essentials","Technology","Databases","SQL","https://raw.githubusercontent.com/lucaspellucci/repetio_decks/refs/heads/main/decks/sql_essentials.csv","en"
"sql_essentials_pt.csv","1.0","Fundamentos de SQL","Tecnologia","Bancos de Dados","SQL","https://raw.githubusercontent.com/lucaspellucci/repetio_decks/refs/heads/main/decks/sql_essentials_pt.csv","pt"
"sql_essentials_es.csv","1.0","Fundamentos de SQL","Tecnología","Bases de Datos","SQL","https://raw.githubusercontent.com/lucaspellucci/repetio_decks/refs/heads/main/decks/sql_essentials_es.csv","es"
"javascript_es6.csv","1.0","JavaScript ES6 Features","Technology","Programming","JavaScript","https://raw.githubusercontent.com/lucaspellucci/repetio_decks/refs/heads/main/decks/javascript_es6.csv","en"
"javascript_es6_pt.csv","1.0","Recursos do JavaScript ES6","Tecnologia","Programação","JavaScript","https://raw.githubusercontent.com/lucaspellucci/repetio_decks/refs/heads/main/decks/javascript_es6_pt.csv","pt"
"javascript_es6_es.csv","1.0","Características de JavaScript ES6","Tecnología","Programación","JavaScript","https://raw.githubusercontent.com/lucaspellucci/repetio_decks/refs/heads/main/decks/javascript_es6_es.csv","es"
